No,year,month,day,hour,PM2.5,PM10,season,station
27551,2016,4,21,22,44,141,spring,Aotizhongxin
27552,2016,4,21,23,53,148,spring,Aotizhongxin
27553,2016,4,22,0,58,187,spring,Aotizhongxin
27554,2016,4,22,1,56,162,spring,Aotizhongxin
27555,2016,4,22,2,49,120,spring,Aotizhongxin
27556,2016,4,22,3,40,111,spring,Aotizhongxin
27557,2016,4,22,4,45,112,spring,Aotizhongxin
27558,2016,4,22,5,38,89,spring,Aotizhongxin
27559,2016,4,22,6,35,90,spring,Aotizhongxin
27560,2016,4,22,7,32,82,spring,Aotizhongxin
27561,2016,4,22,8,47,95,spring,Aotizhongxin
27562,2016,4,22,9,55,147,spring,Aotizhongxin
27563,2016,4,22,10,45,130,spring,Aotizhongxin
27564,2016,4,22,11,38,110,spring,Aotizhongxin
27565,2016,4,22,12,42,106,spring,Aotizhongxin
27566,2016,4,22,13,29,74,spring,Aotizhongxin
27567,2016,4,22,14,25,83,spring,Aotizhongxin
27568,2016,4,22,15,35,85,spring,Aotizhongxin
27569,2016,4,22,16,33,56,spring,Aotizhongxin
27570,2016,4,22,17,24,43,spring,Aotizhongxin
27571,2016,4,22,18,23,39,spring,Aotizhongxin
27572,2016,4,22,19,27,48,spring,Aotizhongxin
27573,2016,4,22,20,17,216,spring,Aotizhongxin
27574,2016,4,22,21,34,107,spring,Aotizhongxin
27575,2016,4,22,22,24,35,spring,Aotizhongxin
27576,2016,4,22,23,26,26,spring,Aotizhongxin
27577,2016,4,23,0,28,43,spring,Aotizhongxin
27578,2016,4,23,1,22,43,spring,Aotizhongxin
27579,2016,4,23,2,18,37,spring,Aotizhongxin
27580,2016,4,23,3,16,35,spring,Aotizhongxin
27581,2016,4,23,4,14,42,spring,Aotizhongxin
27582,2016,4,23,5,16,39,spring,Aotizhongxin
27583,2016,4,23,6,18,40,spring,Aotizhongxin
27584,2016,4,23,7,19,43,spring,Aotizhongxin
27585,2016,4,23,8,19,48,spring,Aotizhongxin
27586,2016,4,23,9,11,39,spring,Aotizhongxin
27587,2016,4,23,10,16,33,spring,Aotizhongxin
27588,2016,4,23,11,12,28,spring,Aotizhongxin
27589,2016,4,23,12,24,24,spring,Aotizhongxin
27590,2016,4,23,13,15,15,spring,Aotizhongxin
27591,2016,4,23,14,17,24,spring,Aotizhongxin
27592,2016,4,23,15,24,35,spring,Aotizhongxin
27593,2016,4,23,16,19,49,spring,Aotizhongxin
27594,2016,4,23,17,32,62,spring,Aotizhongxin
27595,2016,4,23,18,34,60,spring,Aotizhongxin
27596,2016,4,23,19,30,57,spring,Aotizhongxin
27597,2016,4,23,20,36,61,spring,Aotizhongxin
27598,2016,4,23,21,39,79,spring,Aotizhongxin
27599,2016,4,23,22,44,100,spring,Aotizhongxin
27600,2016,4,23,23,40,80,spring,Aotizhongxin
27601,2016,4,24,0,42,70,spring,Aotizhongxin
27602,2016,4,24,1,44,92,spring,Aotizhongxin
27603,2016,4,24,2,56,86,spring,Aotizhongxin
27604,2016,4,24,3,70,109,spring,Aotizhongxin
27605,2016,4,24,4,55,93,spring,Aotizhongxin
27606,2016,4,24,5,56,101,spring,Aotizhongxin
27607,2016,4,24,6,47,103,spring,Aotizhongxin
27608,2016,4,24,7,47,83,spring,Aotizhongxin
27609,2016,4,24,8,62,95,spring,Aotizhongxin
27610,2016,4,24,9,71,97,spring,Aotizhongxin
27611,2016,4,24,10,75,101,spring,Aotizhongxin
27612,2016,4,24,11,85,100,spring,Aotizhongxin
27613,2016,4,24,12,92,117,spring,Aotizhongxin
27614,2016,4,24,13,87,142,spring,Aotizhongxin
27615,2016,4,24,14,103,157,spring,Aotizhongxin
27616,2016,4,24,15,119,166,spring,Aotizhongxin
27617,2016,4,24,16,146,206,spring,Aotizhongxin
27618,2016,4,24,17,150,211,spring,Aotizhongxin
27619,2016,4,24,18,130,221,spring,Aotizhongxin
27620,2016,4,24,19,134,188,spring,Aotizhongxin
27621,2016,4,24,20,118,166,spring,Aotizhongxin
27622,2016,4,24,21,108,146,spring,Aotizhongxin
27623,2016,4,24,22,88,129,spring,Aotizhongxin
27624,2016,4,24,23,68,103,spring,Aotizhongxin
27625,2016,4,25,0,54,92,spring,Aotizhongxin
27626,2016,4,25,1,49,98,spring,Aotizhongxin
27627,2016,4,25,2,47,86,spring,Aotizhongxin
27628,2016,4,25,3,50,101,spring,Aotizhongxin
27629,2016,4,25,4,60,94,spring,Aotizhongxin
27630,2016,4,25,5,64,84,spring,Aotizhongxin
27631,2016,4,25,6,73,82,spring,Aotizhongxin
27632,2016,4,25,7,76,87,spring,Aotizhongxin
27633,2016,4,25,8,80,95,spring,Aotizhongxin
27634,2016,4,25,9,92,110,spring,Aotizhongxin
27635,2016,4,25,10,105,187,spring,Aotizhongxin
27636,2016,4,25,11,108,126,spring,Aotizhongxin
27637,2016,4,25,12,132,155,spring,Aotizhongxin
27638,2016,4,25,13,154,154,spring,Aotizhongxin
27639,2016,4,25,14,123,131,spring,Aotizhongxin
27640,2016,4,25,15,99,109,spring,Aotizhongxin
27641,2016,4,25,16,80,108,spring,Aotizhongxin
27642,2016,4,25,17,74,99,spring,Aotizhongxin
27643,2016,4,25,18,43,81,spring,Aotizhongxin
27644,2016,4,25,19,45,107,spring,Aotizhongxin
27645,2016,4,25,20,54,123,spring,Aotizhongxin
27646,2016,4,25,21,90,264,spring,Aotizhongxin
27647,2016,4,25,22,154,210,spring,Aotizhongxin
27648,2016,4,25,23,124,150,spring,Aotizhongxin
27649,2016,4,26,0,88,99,spring,Aotizhongxin
27650,2016,4,26,1,78,110,spring,Aotizhongxin
27651,2016,4,26,2,76,101,spring,Aotizhongxin
27652,2016,4,26,3,72,99,spring,Aotizhongxin
27653,2016,4,26,4,69,101,spring,Aotizhongxin
27654,2016,4,26,5,68,99,spring,Aotizhongxin
27655,2016,4,26,6,62,89,spring,Aotizhongxin
27656,2016,4,26,7,78,139,spring,Aotizhongxin
27657,2016,4,26,8,71,126,spring,Aotizhongxin
27658,2016,4,26,9,68,105,spring,Aotizhongxin
27659,2016,4,26,10,64,109,spring,Aotizhongxin
27660,2016,4,26,11,63,101,spring,Aotizhongxin
27661,2016,4,26,12,74,106,spring,Aotizhongxin
27662,2016,4,26,13,78,130,spring,Aotizhongxin
27663,2016,4,26,14,76,126,spring,Aotizhongxin
27664,2016,4,26,15,79,112,spring,Aotizhongxin
27665,2016,4,26,16,76,97,spring,Aotizhongxin
27666,2016,4,26,17,65,95,spring,Aotizhongxin
27667,2016,4,26,18,65,87,spring,Aotizhongxin
27668,2016,4,26,19,66,78,spring,Aotizhongxin
27669,2016,4,26,20,58,84,spring,Aotizhongxin
27670,2016,4,26,21,59,73,spring,Aotizhongxin
27671,2016,4,26,22,53,54,spring,Aotizhongxin
27672,2016,4,26,23,64,112,spring,Aotizhongxin
27673,2016,4,27,0,74,86,spring,Aotizhongxin
27674,2016,4,27,1,78,78,spring,Aotizhongxin
27675,2016,4,27,2,69,94,spring,Aotizhongxin
27676,2016,4,27,3,80,94,spring,Aotizhongxin
27677,2016,4,27,4,76,81,spring,Aotizhongxin
27678,2016,4,27,5,86,86,spring,Aotizhongxin
27679,2016,4,27,6,87,87,spring,Aotizhongxin
27680,2016,4,27,7,69,75,spring,Aotizhongxin
27681,2016,4,27,8,73,77,spring,Aotizhongxin
27682,2016,4,27,9,73,106,spring,Aotizhongxin
27683,2016,4,27,10,89,99,spring,Aotizhongxin
27684,2016,4,27,11,78,78,spring,Aotizhongxin
27685,2016,4,27,12,NA,NA,spring,Aotizhongxin
27686,2016,4,27,13,77,77,spring,Aotizhongxin
27687,2016,4,27,14,84,84,spring,Aotizhongxin
27688,2016,4,27,15,88,88,spring,Aotizhongxin
27689,2016,4,27,16,92,92,spring,Aotizhongxin
27690,2016,4,27,17,93,93,spring,Aotizhongxin
27691,2016,4,27,18,97,97,spring,Aotizhongxin
27692,2016,4,27,19,95,95,spring,Aotizhongxin
27693,2016,4,27,20,111,114,spring,Aotizhongxin
27694,2016,4,27,21,126,126,spring,Aotizhongxin
27695,2016,4,27,22,127,127,spring,Aotizhongxin
27696,2016,4,27,23,124,124,spring,Aotizhongxin
27697,2016,4,28,0,122,122,spring,Aotizhongxin
27698,2016,4,28,1,137,137,spring,Aotizhongxin
27699,2016,4,28,2,144,144,spring,Aotizhongxin
27700,2016,4,28,3,138,138,spring,Aotizhongxin
27701,2016,4,28,4,124,124,spring,Aotizhongxin
27702,2016,4,28,5,115,115,spring,Aotizhongxin
27703,2016,4,28,6,109,109,spring,Aotizhongxin
27704,2016,4,28,7,116,116,spring,Aotizhongxin
27705,2016,4,28,8,112,118,spring,Aotizhongxin
27706,2016,4,28,9,107,141,spring,Aotizhongxin
27707,2016,4,28,10,102,102,spring,Aotizhongxin
27708,2016,4,28,11,90,99,spring,Aotizhongxin
27709,2016,4,28,12,80,103,spring,Aotizhongxin
27710,2016,4,28,13,89,107,spring,Aotizhongxin
27711,2016,4,28,14,97,105,spring,Aotizhongxin
27712,2016,4,28,15,90,105,spring,Aotizhongxin
27713,2016,4,28,16,66,81,spring,Aotizhongxin
27714,2016,4,28,17,55,61,spring,Aotizhongxin
27715,2016,4,28,18,53,72,spring,Aotizhongxin
27716,2016,4,28,19,55,79,spring,Aotizhongxin
27717,2016,4,28,20,47,125,spring,Aotizhongxin
27718,2016,4,28,21,55,106,spring,Aotizhongxin
27719,2016,4,28,22,45,63,spring,Aotizhongxin
27720,2016,4,28,23,45,63,spring,Aotizhongxin
27721,2016,4,29,0,37,48,spring,Aotizhongxin
27722,2016,4,29,1,37,48,spring,Aotizhongxin
27723,2016,4,29,2,33,40,spring,Aotizhongxin
27724,2016,4,29,3,30,37,spring,Aotizhongxin
27725,2016,4,29,4,31,39,spring,Aotizhongxin
27726,2016,4,29,5,34,34,spring,Aotizhongxin
27727,2016,4,29,6,42,42,spring,Aotizhongxin
27728,2016,4,29,7,51,58,spring,Aotizhongxin
27729,2016,4,29,8,64,79,spring,Aotizhongxin
27730,2016,4,29,9,77,98,spring,Aotizhongxin
27731,2016,4,29,10,94,108,spring,Aotizhongxin
27732,2016,4,29,11,117,127,spring,Aotizhongxin
27733,2016,4,29,12,144,160,spring,Aotizhongxin
27734,2016,4,29,13,173,173,spring,Aotizhongxin
27735,2016,4,29,14,189,281,spring,Aotizhongxin
27736,2016,4,29,15,195,195,spring,Aotizhongxin
27737,2016,4,29,16,166,166,spring,Aotizhongxin
27738,2016,4,29,17,175,175,spring,Aotizhongxin
27739,2016,4,29,18,205,205,spring,Aotizhongxin
27740,2016,4,29,19,184,184,spring,Aotizhongxin
27741,2016,4,29,20,190,190,spring,Aotizhongxin
27742,2016,4,29,21,203,203,spring,Aotizhongxin
27743,2016,4,29,22,212,212,spring,Aotizhongxin
27744,2016,4,29,23,226,226,spring,Aotizhongxin
27745,2016,4,30,0,238,238,spring,Aotizhongxin
27746,2016,4,30,1,251,251,spring,Aotizhongxin
27747,2016,4,30,2,232,232,spring,Aotizhongxin
27748,2016,4,30,3,214,214,spring,Aotizhongxin
27749,2016,4,30,4,216,216,spring,Aotizhongxin
27750,2016,4,30,5,216,216,spring,Aotizhongxin
27751,2016,4,30,6,215,215,spring,Aotizhongxin
27752,2016,4,30,7,208,208,spring,Aotizhongxin
27753,2016,4,30,8,194,194,spring,Aotizhongxin
27754,2016,4,30,9,181,181,spring,Aotizhongxin
27755,2016,4,30,10,149,149,spring,Aotizhongxin
27756,2016,4,30,11,133,133,spring,Aotizhongxin
27757,2016,4,30,12,136,136,spring,Aotizhongxin
27758,2016,4,30,13,145,145,spring,Aotizhongxin
27759,2016,4,30,14,162,162,spring,Aotizhongxin
27760,2016,4,30,15,115,154,spring,Aotizhongxin
27761,2016,4,30,16,86,96,spring,Aotizhongxin
27762,2016,4,30,17,78,95,spring,Aotizhongxin
27763,2016,4,30,18,97,212,spring,Aotizhongxin
27764,2016,4,30,19,111,160,spring,Aotizhongxin
27765,2016,4,30,20,112,117,spring,Aotizhongxin
27766,2016,4,30,21,129,129,spring,Aotizhongxin
27767,2016,4,30,22,143,143,spring,Aotizhongxin
27768,2016,4,30,23,163,163,spring,Aotizhongxin
27769,2016,5,1,0,176,176,spring,Aotizhongxin
27770,2016,5,1,1,175,175,spring,Aotizhongxin
27771,2016,5,1,2,165,165,spring,Aotizhongxin
27772,2016,5,1,3,171,171,spring,Aotizhongxin
27773,2016,5,1,4,190,190,spring,Aotizhongxin
27774,2016,5,1,5,207,207,spring,Aotizhongxin
27775,2016,5,1,6,201,201,spring,Aotizhongxin
27776,2016,5,1,7,194,194,spring,Aotizhongxin
27777,2016,5,1,8,185,185,spring,Aotizhongxin
27778,2016,5,1,9,190,190,spring,Aotizhongxin
27779,2016,5,1,10,191,191,spring,Aotizhongxin
27780,2016,5,1,11,204,204,spring,Aotizhongxin
27781,2016,5,1,12,210,210,spring,Aotizhongxin
27782,2016,5,1,13,225,225,spring,Aotizhongxin
27783,2016,5,1,14,224,224,spring,Aotizhongxin
27784,2016,5,1,15,226,226,spring,Aotizhongxin
27785,2016,5,1,16,209,209,spring,Aotizhongxin
27786,2016,5,1,17,203,203,spring,Aotizhongxin
27787,2016,5,1,18,192,192,spring,Aotizhongxin
27788,2016,5,1,19,229,229,spring,Aotizhongxin
27789,2016,5,1,20,245,245,spring,Aotizhongxin
27790,2016,5,1,21,222,222,spring,Aotizhongxin
27791,2016,5,1,22,105,105,spring,Aotizhongxin
27792,2016,5,1,23,61,61,spring,Aotizhongxin
27793,2016,5,2,0,93,93,spring,Aotizhongxin
27794,2016,5,2,1,92,92,spring,Aotizhongxin
27795,2016,5,2,2,45,45,spring,Aotizhongxin
27796,2016,5,2,3,35,72,spring,Aotizhongxin
27797,2016,5,2,4,21,21,spring,Aotizhongxin
27798,2016,5,2,5,22,36,spring,Aotizhongxin
27799,2016,5,2,6,27,66,spring,Aotizhongxin
27800,2016,5,2,7,47,113,spring,Aotizhongxin
27801,2016,5,2,8,82,250,spring,Aotizhongxin
27802,2016,5,2,9,75,167,spring,Aotizhongxin
27803,2016,5,2,10,26,76,spring,Aotizhongxin
27804,2016,5,2,11,26,55,spring,Aotizhongxin
27805,2016,5,2,12,27,36,spring,Aotizhongxin
27806,2016,5,2,13,33,57,spring,Aotizhongxin
27807,2016,5,2,14,32,49,spring,Aotizhongxin
27808,2016,5,2,15,30,43,spring,Aotizhongxin
27809,2016,5,2,16,53,86,spring,Aotizhongxin
27810,2016,5,2,17,63,113,spring,Aotizhongxin
27811,2016,5,2,18,41,77,spring,Aotizhongxin
27812,2016,5,2,19,55,113,spring,Aotizhongxin
27813,2016,5,2,20,51,82,spring,Aotizhongxin
27814,2016,5,2,21,57,97,spring,Aotizhongxin
27815,2016,5,2,22,51,86,spring,Aotizhongxin
27816,2016,5,2,23,39,73,spring,Aotizhongxin
27817,2016,5,3,0,49,91,spring,Aotizhongxin
27818,2016,5,3,1,45,70,spring,Aotizhongxin
27819,2016,5,3,2,38,77,spring,Aotizhongxin
27820,2016,5,3,3,37,71,spring,Aotizhongxin
27821,2016,5,3,4,32,60,spring,Aotizhongxin
27822,2016,5,3,5,26,26,spring,Aotizhongxin
27823,2016,5,3,6,12,18,spring,Aotizhongxin
27824,2016,5,3,7,17,54,spring,Aotizhongxin
27825,2016,5,3,8,19,76,spring,Aotizhongxin
27826,2016,5,3,9,15,22,spring,Aotizhongxin
27827,2016,5,3,10,17,23,spring,Aotizhongxin
27828,2016,5,3,11,9,9,spring,Aotizhongxin
27829,2016,5,3,12,24,24,spring,Aotizhongxin
27830,2016,5,3,13,15,33,spring,Aotizhongxin
27831,2016,5,3,14,3,41,spring,Aotizhongxin
27832,2016,5,3,15,17,85,spring,Aotizhongxin
27833,2016,5,3,16,15,88,spring,Aotizhongxin
27834,2016,5,3,17,15,87,spring,Aotizhongxin
27835,2016,5,3,18,12,85,spring,Aotizhongxin
27836,2016,5,3,19,20,61,spring,Aotizhongxin
27837,2016,5,3,20,14,57,spring,Aotizhongxin
27838,2016,5,3,21,11,51,spring,Aotizhongxin
27839,2016,5,3,22,11,53,spring,Aotizhongxin
27840,2016,5,3,23,16,87,spring,Aotizhongxin
27841,2016,5,4,0,23,85,spring,Aotizhongxin
27842,2016,5,4,1,36,89,spring,Aotizhongxin
27843,2016,5,4,2,28,64,spring,Aotizhongxin
27844,2016,5,4,3,37,37,spring,Aotizhongxin
27845,2016,5,4,4,16,71,spring,Aotizhongxin
27846,2016,5,4,5,30,35,spring,Aotizhongxin
27847,2016,5,4,6,10,20,spring,Aotizhongxin
27848,2016,5,4,7,3,56,spring,Aotizhongxin
27849,2016,5,4,8,20,89,spring,Aotizhongxin
27850,2016,5,4,9,31,68,spring,Aotizhongxin
27851,2016,5,4,10,16,43,spring,Aotizhongxin
27852,2016,5,4,11,17,35,spring,Aotizhongxin
27853,2016,5,4,12,28,28,spring,Aotizhongxin
27854,2016,5,4,13,21,27,spring,Aotizhongxin
27855,2016,5,4,14,11,48,spring,Aotizhongxin
27856,2016,5,4,15,26,39,spring,Aotizhongxin
27857,2016,5,4,16,17,43,spring,Aotizhongxin
27858,2016,5,4,17,17,53,spring,Aotizhongxin
27859,2016,5,4,18,27,61,spring,Aotizhongxin
27860,2016,5,4,19,39,74,spring,Aotizhongxin
27861,2016,5,4,20,33,81,spring,Aotizhongxin
27862,2016,5,4,21,36,52,spring,Aotizhongxin
27863,2016,5,4,22,28,28,spring,Aotizhongxin
27864,2016,5,4,23,34,77,spring,Aotizhongxin
27865,2016,5,5,0,33,63,summer,Aotizhongxin
27866,2016,5,5,1,39,86,summer,Aotizhongxin
27867,2016,5,5,2,24,30,summer,Aotizhongxin
27868,2016,5,5,3,16,19,summer,Aotizhongxin
27869,2016,5,5,4,15,15,summer,Aotizhongxin
27870,2016,5,5,5,21,31,summer,Aotizhongxin
27871,2016,5,5,6,20,49,summer,Aotizhongxin
27872,2016,5,5,7,31,49,summer,Aotizhongxin
27873,2016,5,5,8,33,57,summer,Aotizhongxin
27874,2016,5,5,9,40,56,summer,Aotizhongxin
27875,2016,5,5,10,36,70,summer,Aotizhongxin
27876,2016,5,5,11,35,55,summer,Aotizhongxin
27877,2016,5,5,12,47,59,summer,Aotizhongxin
27878,2016,5,5,13,57,69,summer,Aotizhongxin
27879,2016,5,5,14,56,75,summer,Aotizhongxin
27880,2016,5,5,15,56,73,summer,Aotizhongxin
27881,2016,5,5,16,67,84,summer,Aotizhongxin
27882,2016,5,5,17,68,90,summer,Aotizhongxin
27883,2016,5,5,18,71,96,summer,Aotizhongxin
27884,2016,5,5,19,70,111,summer,Aotizhongxin
27885,2016,5,5,20,80,117,summer,Aotizhongxin
27886,2016,5,5,21,59,59,summer,Aotizhongxin
27887,2016,5,5,22,51,206,summer,Aotizhongxin
27888,2016,5,5,23,144,507,summer,Aotizhongxin
27889,2016,5,6,0,236,642,summer,Aotizhongxin
27890,2016,5,6,1,309,827,summer,Aotizhongxin
27891,2016,5,6,2,314,834,summer,Aotizhongxin
27892,2016,5,6,3,210,575,summer,Aotizhongxin
27893,2016,5,6,4,87,232,summer,Aotizhongxin
27894,2016,5,6,5,42,98,summer,Aotizhongxin
27895,2016,5,6,6,28,57,summer,Aotizhongxin
27896,2016,5,6,7,20,58,summer,Aotizhongxin
27897,2016,5,6,8,20,47,summer,Aotizhongxin
27898,2016,5,6,9,22,34,summer,Aotizhongxin
27899,2016,5,6,10,26,29,summer,Aotizhongxin
27900,2016,5,6,11,41,41,summer,Aotizhongxin
27901,2016,5,6,12,32,32,summer,Aotizhongxin
27902,2016,5,6,13,23,23,summer,Aotizhongxin
27903,2016,5,6,14,39,39,summer,Aotizhongxin
27904,2016,5,6,15,5,25,summer,Aotizhongxin
27905,2016,5,6,16,15,15,summer,Aotizhongxin
27906,2016,5,6,17,13,15,summer,Aotizhongxin
27907,2016,5,6,18,12,12,summer,Aotizhongxin
27908,2016,5,6,19,8,13,summer,Aotizhongxin
27909,2016,5,6,20,22,27,summer,Aotizhongxin
27910,2016,5,6,21,10,28,summer,Aotizhongxin
27911,2016,5,6,22,7,14,summer,Aotizhongxin
27912,2016,5,6,23,13,23,summer,Aotizhongxin
27913,2016,5,7,0,6,17,summer,Aotizhongxin
27914,2016,5,7,1,11,37,summer,Aotizhongxin
27915,2016,5,7,2,12,23,summer,Aotizhongxin
27916,2016,5,7,3,9,21,summer,Aotizhongxin
27917,2016,5,7,4,12,15,summer,Aotizhongxin
27918,2016,5,7,5,11,37,summer,Aotizhongxin
27919,2016,5,7,6,9,65,summer,Aotizhongxin
27920,2016,5,7,7,14,26,summer,Aotizhongxin
27921,2016,5,7,8,19,36,summer,Aotizhongxin
27922,2016,5,7,9,15,30,summer,Aotizhongxin
27923,2016,5,7,10,6,29,summer,Aotizhongxin
27924,2016,5,7,11,6,20,summer,Aotizhongxin
27925,2016,5,7,12,20,20,summer,Aotizhongxin
27926,2016,5,7,13,8,8,summer,Aotizhongxin
27927,2016,5,7,14,11,15,summer,Aotizhongxin
27928,2016,5,7,15,39,39,summer,Aotizhongxin
27929,2016,5,7,16,53,53,summer,Aotizhongxin
27930,2016,5,7,17,37,44,summer,Aotizhongxin
27931,2016,5,7,18,17,43,summer,Aotizhongxin
27932,2016,5,7,19,20,47,summer,Aotizhongxin
27933,2016,5,7,20,NA,NA,summer,Aotizhongxin
27934,2016,5,7,21,34,50,summer,Aotizhongxin
27935,2016,5,7,22,41,75,summer,Aotizhongxin
27936,2016,5,7,23,43,71,summer,Aotizhongxin
27937,2016,5,8,0,82,82,summer,Aotizhongxin
27938,2016,5,8,1,45,78,summer,Aotizhongxin
27939,2016,5,8,2,48,78,summer,Aotizhongxin
27940,2016,5,8,3,59,80,summer,Aotizhongxin
27941,2016,5,8,4,60,89,summer,Aotizhongxin
27942,2016,5,8,5,52,88,summer,Aotizhongxin
27943,2016,5,8,6,51,76,summer,Aotizhongxin
27944,2016,5,8,7,53,96,summer,Aotizhongxin
27945,2016,5,8,8,78,99,summer,Aotizhongxin
27946,2016,5,8,9,113,113,summer,Aotizhongxin
27947,2016,5,8,10,88,100,summer,Aotizhongxin
27948,2016,5,8,11,100,100,summer,Aotizhongxin
27949,2016,5,8,12,74,92,summer,Aotizhongxin
27950,2016,5,8,13,70,76,summer,Aotizhongxin
27951,2016,5,8,14,59,68,summer,Aotizhongxin
27952,2016,5,8,15,46,88,summer,Aotizhongxin
27953,2016,5,8,16,51,94,summer,Aotizhongxin
27954,2016,5,8,17,76,90,summer,Aotizhongxin
27955,2016,5,8,18,66,79,summer,Aotizhongxin
27956,2016,5,8,19,48,63,summer,Aotizhongxin
27957,2016,5,8,20,41,91,summer,Aotizhongxin
27958,2016,5,8,21,32,56,summer,Aotizhongxin
27959,2016,5,8,22,71,71,summer,Aotizhongxin
27960,2016,5,8,23,34,55,summer,Aotizhongxin
27961,2016,5,9,0,28,50,summer,Aotizhongxin
27962,2016,5,9,1,28,46,summer,Aotizhongxin
27963,2016,5,9,2,32,38,summer,Aotizhongxin
27964,2016,5,9,3,32,42,summer,Aotizhongxin
27965,2016,5,9,4,36,38,summer,Aotizhongxin
27966,2016,5,9,5,36,39,summer,Aotizhongxin
27967,2016,5,9,6,39,52,summer,Aotizhongxin
27968,2016,5,9,7,49,64,summer,Aotizhongxin
27969,2016,5,9,8,63,63,summer,Aotizhongxin
27970,2016,5,9,9,67,107,summer,Aotizhongxin
27971,2016,5,9,10,52,72,summer,Aotizhongxin
27972,2016,5,9,11,51,67,summer,Aotizhongxin
27973,2016,5,9,12,43,91,summer,Aotizhongxin
27974,2016,5,9,13,111,111,summer,Aotizhongxin
27975,2016,5,9,14,33,64,summer,Aotizhongxin
27976,2016,5,9,15,29,59,summer,Aotizhongxin
27977,2016,5,9,16,24,24,summer,Aotizhongxin
27978,2016,5,9,17,24,24,summer,Aotizhongxin
27979,2016,5,9,18,34,34,summer,Aotizhongxin
27980,2016,5,9,19,26,38,summer,Aotizhongxin
27981,2016,5,9,20,28,46,summer,Aotizhongxin
27982,2016,5,9,21,34,44,summer,Aotizhongxin
27983,2016,5,9,22,35,42,summer,Aotizhongxin
27984,2016,5,9,23,31,49,summer,Aotizhongxin
27985,2016,5,10,0,36,37,summer,Aotizhongxin
27986,2016,5,10,1,44,56,summer,Aotizhongxin
27987,2016,5,10,2,46,55,summer,Aotizhongxin
27988,2016,5,10,3,44,44,summer,Aotizhongxin
27989,2016,5,10,4,39,39,summer,Aotizhongxin
27990,2016,5,10,5,35,35,summer,Aotizhongxin
27991,2016,5,10,6,28,36,summer,Aotizhongxin
27992,2016,5,10,7,NA,NA,summer,Aotizhongxin
27993,2016,5,10,8,38,58,summer,Aotizhongxin
27994,2016,5,10,9,52,86,summer,Aotizhongxin
27995,2016,5,10,10,50,53,summer,Aotizhongxin
27996,2016,5,10,11,42,42,summer,Aotizhongxin
27997,2016,5,10,12,43,43,summer,Aotizhongxin
27998,2016,5,10,13,44,44,summer,Aotizhongxin
27999,2016,5,10,14,44,47,summer,Aotizhongxin
28000,2016,5,10,15,52,58,summer,Aotizhongxin
28001,2016,5,10,16,67,67,summer,Aotizhongxin
28002,2016,5,10,17,40,74,summer,Aotizhongxin
28003,2016,5,10,18,50,101,summer,Aotizhongxin
28004,2016,5,10,19,48,63,summer,Aotizhongxin
28005,2016,5,10,20,48,110,summer,Aotizhongxin
28006,2016,5,10,21,68,122,summer,Aotizhongxin
28007,2016,5,10,22,65,96,summer,Aotizhongxin
28008,2016,5,10,23,73,113,summer,Aotizhongxin
28009,2016,5,11,0,89,127,summer,Aotizhongxin
28010,2016,5,11,1,84,95,summer,Aotizhongxin
28011,2016,5,11,2,91,105,summer,Aotizhongxin
28012,2016,5,11,3,112,127,summer,Aotizhongxin
28013,2016,5,11,4,129,129,summer,Aotizhongxin
28014,2016,5,11,5,133,133,summer,Aotizhongxin
28015,2016,5,11,6,141,141,summer,Aotizhongxin
28016,2016,5,11,7,140,140,summer,Aotizhongxin
28017,2016,5,11,8,141,141,summer,Aotizhongxin
28018,2016,5,11,9,143,143,summer,Aotizhongxin
28019,2016,5,11,10,161,161,summer,Aotizhongxin
28020,2016,5,11,11,169,169,summer,Aotizhongxin
28021,2016,5,11,12,176,176,summer,Aotizhongxin
28022,2016,5,11,13,187,187,summer,Aotizhongxin
28023,2016,5,11,14,181,181,summer,Aotizhongxin
28024,2016,5,11,15,178,178,summer,Aotizhongxin
28025,2016,5,11,16,184,184,summer,Aotizhongxin
28026,2016,5,11,17,173,173,summer,Aotizhongxin
28027,2016,5,11,18,143,143,summer,Aotizhongxin
28028,2016,5,11,19,141,141,summer,Aotizhongxin
28029,2016,5,11,20,151,151,summer,Aotizhongxin
28030,2016,5,11,21,186,186,summer,Aotizhongxin
28031,2016,5,11,22,159,159,summer,Aotizhongxin
28032,2016,5,11,23,152,181,summer,Aotizhongxin
28033,2016,5,12,0,168,189,summer,Aotizhongxin
28034,2016,5,12,1,200,200,summer,Aotizhongxin
28035,2016,5,12,2,156,156,summer,Aotizhongxin
28036,2016,5,12,3,38,38,summer,Aotizhongxin
28037,2016,5,12,4,8,8,summer,Aotizhongxin
28038,2016,5,12,5,13,13,summer,Aotizhongxin
28039,2016,5,12,6,9,40,summer,Aotizhongxin
28040,2016,5,12,7,16,16,summer,Aotizhongxin
28041,2016,5,12,8,3,5,summer,Aotizhongxin
28042,2016,5,12,9,33,33,summer,Aotizhongxin
28043,2016,5,12,10,16,16,summer,Aotizhongxin
28044,2016,5,12,11,16,16,summer,Aotizhongxin
28045,2016,5,12,12,19,19,summer,Aotizhongxin
28046,2016,5,12,13,21,21,summer,Aotizhongxin
28047,2016,5,12,14,7,16,summer,Aotizhongxin
28048,2016,5,12,15,9,39,summer,Aotizhongxin
